,id,headshot,firstName,lastName,sweaterNumber,positionCode,shootsCatches,heightInInches,weightInPounds,heightInCentimeters,weightInKilograms,birthDate,birthCity,birthCountry,birthStateProvince
1,8479973,https://assets.nhle.com/mugs/nhl/20232024/EDM/8479973.png,{'default': 'Stuart'},{'default': 'Skinner'},74,G,L,76,230,193,104,1998-11-01,{'default': 'Edmonton'},CAN,{'default': 'Alberta'}
0,8476412,https://assets.nhle.com/mugs/nhl/20232024/STL/8476412.png,{'default': 'Jordan'},{'default': 'Binnington'},50,G,L,74,172,188,78,1993-07-11,{'default': 'Richmond Hill'},CAN,{'default': 'Ontario'}
1,8480981,https://assets.nhle.com/mugs/nhl/20232024/STL/8480981.png,{'default': 'Joel'},{'default': 'Hofer'},30,G,L,77,179,196,81,2000-07-30,{'default': 'Winnipeg'},CAN,{'default': 'Manitoba'}
0,8478406,https://assets.nhle.com/mugs/nhl/20232024/SJS/8478406.png,{'default': 'Mackenzie'},{'default': 'Blackwood'},29,G,L,76,225,193,102,1996-12-09,{'default': 'Thunder Bay'},CAN,{'default': 'Ontario'}
1,8478039,https://assets.nhle.com/mugs/nhl/20232024/SJS/8478039.png,{'default': 'Kaapo'},"{'default': 'Kahkonen', 'cs': 'Kähkönen', 'sk': 'Kähkönen'}",36,G,L,74,217,188,98,1996-08-16,"{'default': 'Helsinki', 'cs': 'Helsinky', 'sv': 'Helsingfors'}",FIN,
0,8480947,https://assets.nhle.com/mugs/nhl/20232024/NSH/8480947.png,{'default': 'Kevin'},{'default': 'Lankinen'},32,G,L,74,190,188,86,1995-04-28,"{'default': 'Helsinki', 'cs': 'Helsinky', 'sv': 'Helsingfors'}",FIN,
1,8477424,https://assets.nhle.com/mugs/nhl/20232024/NSH/8477424.png,{'default': 'Juuse'},{'default': 'Saros'},74,G,L,71,180,180,82,1995-04-19,{'default': 'Forssa'},FIN,
0,8478916,https://assets.nhle.com/mugs/nhl/20232024/SEA/8478916.png,{'default': 'Joey'},{'default': 'Daccord'},35,G,L,74,201,188,91,1996-08-19,{'default': 'Boston'},USA,{'default': 'Massachusetts'}
1,8475831,https://assets.nhle.com/mugs/nhl/20232024/SEA/8475831.png,{'default': 'Philipp'},{'default': 'Grubauer'},31,G,L,73,188,185,85,1991-11-25,{'default': 'Rosenheim'},DEU,
0,8478971,https://assets.nhle.com/mugs/nhl/20232024/ARI/8478971.png,{'default': 'Connor'},{'default': 'Ingram'},39,G,L,74,196,188,89,1997-03-31,{'default': 'Saskatoon'},CAN,{'default': 'Saskatchewan'}
1,8478872,https://assets.nhle.com/mugs/nhl/20232024/ARI/8478872.png,{'default': 'Karel'},{'default': 'Vejmelka'},70,G,R,76,224,193,102,1996-05-25,"{'default': 'Trebic', 'cs': 'Třebíč', 'fi': 'Třebíč ', 'sk': 'Třebíč'}",CZE,
0,8477465,https://assets.nhle.com/mugs/nhl/20232024/PIT/8477465.png,{'default': 'Tristan'},{'default': 'Jarry'},35,G,L,74,194,188,88,1995-04-29,{'default': 'Surrey'},CAN,"{'default': 'British Columbia', 'fr': 'Colombie-Britannique', 'sk': 'Britská Kolumbia'}"
1,8477968,https://assets.nhle.com/mugs/nhl/20232024/PIT/8477968.png,{'default': 'Alex'},{'default': 'Nedeljkovic'},39,G,L,72,208,183,94,1996-01-07,{'default': 'Parma'},USA,{'default': 'Ohio'}
0,8480382,https://assets.nhle.com/mugs/nhl/20232024/COL/8480382.png,"{'default': 'Alexandar', 'cs': 'Alexandr', 'fi': 'Aleksandar', 'sk': 'Alexander'}","{'default': 'Georgiev', 'cs': 'Georgijev', 'fi': 'Georgijev', 'sk': 'Georgijev'}",40,G,L,73,178,185,81,1996-02-10,{'default': 'Ruse'},BGR,
1,8481031,https://assets.nhle.com/mugs/nhl/20232024/COL/8481031.png,{'default': 'Ivan'},{'default': 'Prosvetov'},50,G,L,77,195,196,88,1999-03-05,"{'default': 'Moscow', 'cs': 'Moskva', 'de': 'Moskau', 'fi': 'Moskova', 'fr': 'Moscou', 'sk': 'Moskva', 'sv': 'Moskva'}",RUS,
0,8475883,https://assets.nhle.com/mugs/nhl/20232024/CAR/8475883.png,{'default': 'Frederik'},{'default': 'Andersen'},31,G,L,76,238,193,108,1989-10-02,{'default': 'Herning'},DNK,
1,8481611,https://assets.nhle.com/mugs/nhl/20232024/CAR/8481611.png,{'default': 'Pyotr'},{'default': 'Kochetkov'},52,G,L,75,205,191,93,1999-06-25,{'default': 'Penza'},RUS,
2,8477484,https://assets.nhle.com/mugs/nhl/20232024/CAR/8477484.png,{'default': 'Spencer'},{'default': 'Martin'},41,G,L,75,191,191,87,1995-06-08,{'default': 'Oakville'},CAN,{'default': 'Ontario'}
3,8477293,https://assets.nhle.com/mugs/nhl/20232024/CAR/8477293.png,{'default': 'Antti'},{'default': 'Raanta'},32,G,L,72,195,183,88,1989-05-12,"{'default': 'Rauma', 'sv': 'Raumo'}",FIN,
0,8482076,https://assets.nhle.com/mugs/nhl/20232024/NJD/8482076.png,{'default': 'Nico'},{'default': 'Daws'},50,G,L,76,205,193,93,2000-12-22,"{'default': 'Munich', 'cs': 'Mnichov', 'de': 'München', 'fi': 'München', 'sk': 'Mnichov', 'sv': 'München'}",DEU,
1,8477970,https://assets.nhle.com/mugs/nhl/20232024/NJD/8477970.png,{'default': 'Vitek'},"{'default': 'Vanecek', 'cs': 'Vaněček', 'sk': 'Vaněček'}",41,G,L,74,184,188,83,1996-01-09,"{'default': 'Havlickuv Brod', 'cs': 'Havlíčkův Brod', 'fi': 'Havlíčkův Brod', 'sk': 'Havlíčkův Brod'}",CZE,
0,8474593,https://assets.nhle.com/mugs/nhl/20232024/CGY/8474593.png,{'default': 'Jacob'},"{'default': 'Markstrom', 'cs': 'Markström', 'fi': 'Markström', 'sk': 'Markström'}",25,G,L,78,207,198,94,1990-01-31,{'default': 'Gavle'},SWE,
1,8478435,https://assets.nhle.com/mugs/nhl/20232024/CGY/8478435.png,{'default': 'Dan'},"{'default': 'Vladar', 'cs': 'Vladař', 'sk': 'Vladař'}",80,G,L,77,209,196,95,1997-08-20,"{'default': 'Prague', 'cs': 'Praha', 'de': 'Prag', 'fi': 'Praha', 'sk': 'Praha', 'sv': 'Prag'}",CZE,
0,8481035,https://assets.nhle.com/mugs/nhl/20232024/PHI/8481035.png,{'default': 'Samuel'},{'default': 'Ersson'},33,G,L,75,194,191,88,1999-10-20,{'default': 'Falun'},SWE,
1,8479394,https://assets.nhle.com/mugs/nhl/20232024/PHI/8479394.png,{'default': 'Carter'},{'default': 'Hart'},79,G,L,74,196,188,89,1998-08-13,{'default': 'Sherwood Park'},CAN,{'default': 'Alberta'}
2,8477361,https://assets.nhle.com/mugs/nhl/20232024/PHI/8477361.png,"{'default': 'Cal', 'es': 'Calvin'}",{'default': 'Petersen'},40,G,R,74,185,188,84,1994-10-19,{'default': 'Waterloo'},USA,{'default': 'Iowa'}
0,8483548,https://assets.nhle.com/mugs/nhl/20232024/BOS/8483548.png,{'default': 'Brandon'},{'default': 'Bussi'},30,G,R,76,218,193,99,1998-06-25,{'default': 'Sound Beach'},USA,{'default': 'New York'}
1,8480280,https://assets.nhle.com/mugs/nhl/20232024/BOS/8480280.png,{'default': 'Jeremy'},{'default': 'Swayman'},1,G,L,75,195,191,88,1998-11-24,{'default': 'Anchorage'},USA,"{'default': 'Alaska', 'sk': 'Aljaška'}"
2,8476999,https://assets.nhle.com/mugs/nhl/20232024/BOS/8476999.png,{'default': 'Linus'},{'default': 'Ullmark'},35,G,L,76,213,193,97,1993-07-31,{'default': 'Lugnvik'},SWE,
0,8478009,https://assets.nhle.com/mugs/nhl/20232024/NYI/8478009.png,{'default': 'Ilya'},{'default': 'Sorokin'},30,G,L,75,195,191,88,1995-08-04,{'default': 'Mezhdurechensk'},RUS,
1,8473575,https://assets.nhle.com/mugs/nhl/20232024/NYI/8473575.png,"{'default': 'Semyon', 'cs': 'Semjon', 'fi': 'Semjon', 'sk': 'Semjon'}",{'default': 'Varlamov'},40,G,L,74,205,188,93,1988-04-27,{'default': 'Samara'},RUS,
0,8477831,https://assets.nhle.com/mugs/nhl/20232024/LAK/8477831.png,{'default': 'Pheonix'},{'default': 'Copley'},29,G,L,76,205,193,93,1992-01-18,{'default': 'North Pole'},USA,"{'default': 'Alaska', 'sk': 'Aljaška'}"
1,8479496,https://assets.nhle.com/mugs/nhl/20232024/LAK/8479496.png,{'default': 'David'},{'default': 'Rittich'},31,G,L,76,205,193,93,1992-08-19,{'default': 'Jihlava'},CZE,
2,8475660,https://assets.nhle.com/mugs/nhl/20232024/LAK/8475660.png,{'default': 'Cam'},{'default': 'Talbot'},39,G,L,76,200,193,91,1987-07-05,{'default': 'Caledonia'},CAN,{'default': 'Ontario'}
0,8475683,https://assets.nhle.com/mugs/nhl/20232024/FLA/8475683.png,"{'default': 'Sergei', 'cs': 'Sergej', 'sk': 'Sergej'}","{'default': 'Bobrovsky', 'cs': 'Bobrovskij', 'sk': 'Bobrovskij'}",72,G,L,74,188,188,85,1988-09-20,"{'default': 'Novokuznetsk', 'cs': 'Novokuzněck', 'sk': 'Novokuzněck'}",RUS,
1,8476932,https://assets.nhle.com/mugs/nhl/20232024/FLA/8476932.png,{'default': 'Anthony'},{'default': 'Stolarz'},41,G,L,78,243,198,110,1994-01-20,{'default': 'Edison'},USA,{'default': 'New Jersey'}
0,8478024,https://assets.nhle.com/mugs/nhl/20232024/DET/8478024.png,{'default': 'Ville'},{'default': 'Husso'},35,G,L,75,205,191,93,1995-02-06,"{'default': 'Helsinki', 'cs': 'Helsinky', 'sv': 'Helsingfors'}",FIN,
1,8479312,https://assets.nhle.com/mugs/nhl/20232024/DET/8479312.png,{'default': 'Alex'},{'default': 'Lyon'},34,G,L,73,196,185,89,1992-12-09,{'default': 'Baudette'},USA,{'default': 'Minnesota'}
2,8473503,https://assets.nhle.com/mugs/nhl/20232024/DET/8473503.png,{'default': 'James'},{'default': 'Reimer'},47,G,L,74,200,188,91,1988-03-15,{'default': 'Morweena'},CAN,{'default': 'Manitoba'}
0,8477992,https://assets.nhle.com/mugs/nhl/20232024/TBL/8477992.png,{'default': 'Jonas'},{'default': 'Johansson'},31,G,L,77,219,196,99,1995-09-19,{'default': 'Gavle'},SWE,
1,8476883,https://assets.nhle.com/mugs/nhl/20232024/TBL/8476883.png,"{'default': 'Andrei', 'cs': 'Andrej', 'sk': 'Andrej'}","{'default': 'Vasilevskiy', 'cs': 'Vasilevskij', 'fi': 'Vasilevski', 'sk': 'Vasilevskij'}",88,G,L,76,220,193,100,1994-07-25,"{'default': 'Tyumen', 'cs': 'Ťjumen', 'fi': 'Tjumen', 'sk': 'Ťjumen', 'sv': 'Tumen'}",RUS,
0,8475311,https://assets.nhle.com/mugs/nhl/20232024/WSH/8475311.png,{'default': 'Darcy'},{'default': 'Kuemper'},35,G,L,77,215,196,98,1990-05-05,{'default': 'Saskatoon'},CAN,{'default': 'Saskatchewan'}
1,8479292,https://assets.nhle.com/mugs/nhl/20232024/WSH/8479292.png,{'default': 'Charlie'},{'default': 'Lindgren'},79,G,R,74,179,188,81,1993-12-18,{'default': 'Lakeville'},USA,{'default': 'Minnesota'}
0,8474596,https://assets.nhle.com/mugs/nhl/20232024/MTL/8474596.png,{'default': 'Jake'},{'default': 'Allen'},34,G,L,74,197,188,89,1990-08-07,{'default': 'Fredericton'},CAN,"{'default': 'New Brunswick', 'fr': 'Nouveau-Brunswick'}"
1,8478470,https://assets.nhle.com/mugs/nhl/20232024/MTL/8478470.png,{'default': 'Sam'},{'default': 'Montembeault'},35,G,L,75,222,191,101,1996-10-30,{'default': 'Becancour'},CAN,"{'default': 'Quebec', 'fr': 'Québec'}"
2,8480051,https://assets.nhle.com/mugs/nhl/20232024/MTL/8480051.png,{'default': 'Cayden'},{'default': 'Primeau'},30,G,L,75,207,191,94,1999-08-11,{'default': 'Farmington Hills'},USA,{'default': 'Michigan'}
0,8470594,https://assets.nhle.com/mugs/nhl/20232024/MIN/8470594.png,{'default': 'Marc-Andre'},{'default': 'Fleury'},29,G,L,74,185,188,84,1984-11-28,{'default': 'Sorel'},CAN,"{'default': 'Quebec', 'fr': 'Québec'}"
1,8479406,https://assets.nhle.com/mugs/nhl/20232024/MIN/8479406.png,{'default': 'Filip'},{'default': 'Gustavsson'},32,G,L,74,184,188,83,1998-06-07,"{'default': 'Skelleftea', 'fi': 'Skellefteå', 'sv': 'Skellefteå'}",SWE,
2,8482661,https://assets.nhle.com/mugs/nhl/20232024/MIN/8482661.png,{'default': 'Jesper'},{'default': 'Wallstedt'},30,G,L,75,214,191,97,2002-11-14,"{'default': 'Vasteras', 'fi': 'Västerås', 'sv': 'Västerås'}",SWE,
0,8476341,https://assets.nhle.com/mugs/nhl/20232024/OTT/8476341.png,{'default': 'Anton'},{'default': 'Forsberg'},31,G,L,75,195,191,88,1992-11-27,{'default': 'Härnösand'},SWE,
1,8476914,https://assets.nhle.com/mugs/nhl/20232024/OTT/8476914.png,{'default': 'Joonas'},{'default': 'Korpisalo'},70,G,L,75,189,191,86,1994-04-28,"{'default': 'Pori', 'sv': 'Björneborg'}",FIN,
2,8481544,https://assets.nhle.com/mugs/nhl/20232024/OTT/8481544.png,{'default': 'Mads'},{'default': 'Sogaard'},40,G,L,79,196,201,89,2000-12-13,"{'default': 'Aalborg', 'fi': 'Ålborg'}",DNK,
0,8479979,https://assets.nhle.com/mugs/nhl/20232024/DAL/8479979.png,{'default': 'Jake'},{'default': 'Oettinger'},29,G,L,78,224,198,102,1998-12-18,{'default': 'Lakeville'},USA,{'default': 'Minnesota'}
1,8475809,https://assets.nhle.com/mugs/nhl/20232024/DAL/8475809.png,{'default': 'Scott'},{'default': 'Wedgewood'},41,G,L,74,201,188,91,1992-08-14,{'default': 'Brampton'},CAN,{'default': 'Ontario'}
