,id,headshot,firstName,lastName,sweaterNumber,positionCode,shootsCatches,heightInInches,weightInPounds,heightInCentimeters,weightInKilograms,birthDate,birthCity,birthCountry,birthStateProvince
9,8476448,https://assets.nhle.com/mugs/nhl/20232024/VGK/8476448.png,{'default': 'William'},{'default': 'Karlsson'},71.0,C,L,72,190,183,86,1993-01-08,"{'default': 'Marsta', 'fi': 'Märsta', 'sv': 'Märsta'}",SWE,
10,8478434,https://assets.nhle.com/mugs/nhl/20232024/VGK/8478434.png,{'default': 'Keegan'},{'default': 'Kolesar'},55.0,R,R,74,216,188,98,1997-04-08,{'default': 'Brandon'},CAN,{'default': 'Manitoba'}
11,8476539,https://assets.nhle.com/mugs/nhl/20232024/VGK/8476539.png,{'default': 'Jonathan'},{'default': 'Marchessault'},81.0,R,R,69,185,175,84,1990-12-27,{'default': 'Cap-Rouge'},CAN,"{'default': 'Quebec', 'fr': 'Québec'}"
12,8480776,https://assets.nhle.com/mugs/nhl/20232024/VGK/8480776.png,{'default': 'Sheldon'},{'default': 'Rempal'},56.0,R,R,71,173,180,78,1995-08-07,{'default': 'Calgary'},CAN,{'default': 'Alberta'}
13,8480007,https://assets.nhle.com/mugs/nhl/20232024/VGK/8480007.png,{'default': 'Jonas'},"{'default': 'Rondbjerg', 'cs': 'Röndbjerg', 'sk': 'Röndbjerg'}",46.0,R,L,74,202,188,92,1999-03-31,{'default': 'Horsholm'},DNK,
14,8478462,https://assets.nhle.com/mugs/nhl/20232024/VGK/8478462.png,{'default': 'Nicolas'},{'default': 'Roy'},10.0,C,R,76,202,193,92,1997-02-05,{'default': 'Amos'},CAN,"{'default': 'Quebec', 'fr': 'Québec'}"
15,8476905,https://assets.nhle.com/mugs/nhl/20232024/VGK/8476905.png,{'default': 'Chandler'},{'default': 'Stephenson'},20.0,C,L,72,209,183,95,1994-04-22,{'default': 'Saskatoon'},CAN,{'default': 'Saskatchewan'}
16,8475913,https://assets.nhle.com/mugs/nhl/20232024/VGK/8475913.png,{'default': 'Mark'},{'default': 'Stone'},61.0,R,R,75,212,191,96,1992-05-13,{'default': 'Winnipeg'},CAN,{'default': 'Manitoba'}
0,8477503,https://assets.nhle.com/mugs/nhl/20232024/TOR/8477503.png,{'default': 'Max'},{'default': 'Domi'},11.0,C,L,70,208,178,94,1995-03-02,{'default': 'Winnipeg'},CAN,{'default': 'Manitoba'}
1,8479393,https://assets.nhle.com/mugs/nhl/20232024/TOR/8479393.png,{'default': 'Noah'},{'default': 'Gregor'},18.0,C,L,72,192,183,87,1998-07-28,{'default': 'Beaumont'},CAN,{'default': 'Alberta'}
2,8480995,https://assets.nhle.com/mugs/nhl/20232024/TOR/8480995.png,{'default': 'Pontus'},{'default': 'Holmberg'},29.0,R,L,72,188,183,85,1999-03-09,"{'default': 'Vasteras', 'fi': 'Västerås', 'sv': 'Västerås'}",SWE,
3,8475714,https://assets.nhle.com/mugs/nhl/20232024/TOR/8475714.png,{'default': 'Calle'},"{'default': 'Jarnkrok', 'cs': 'Järnkrok', 'fi': 'Järnkrok', 'sk': 'Järnkrok'}",19.0,C,R,72,190,183,86,1991-09-25,{'default': 'Gavle'},SWE,
4,8480144,https://assets.nhle.com/mugs/nhl/20232024/TOR/8480144.png,{'default': 'David'},"{'default': 'Kampf', 'cs': 'Kämpf', 'fi': 'Kämpf', 'sk': 'Kämpf'}",64.0,C,L,74,190,188,86,1995-01-12,{'default': 'Chomutov'},CZE,
5,8482720,https://assets.nhle.com/mugs/nhl/20232024/TOR/8482720.png,{'default': 'Matthew'},{'default': 'Knies'},23.0,L,L,75,217,191,98,2002-10-17,{'default': 'Phoenix'},USA,{'default': 'Arizona'}
6,8478483,https://assets.nhle.com/mugs/nhl/20232024/TOR/8478483.png,{'default': 'Mitchell'},{'default': 'Marner'},16.0,R,R,72,180,183,82,1997-05-05,{'default': 'Markham'},CAN,{'default': 'Ontario'}
7,8479318,https://assets.nhle.com/mugs/nhl/20232024/TOR/8479318.png,{'default': 'Auston'},{'default': 'Matthews'},34.0,C,L,75,215,191,98,1997-09-17,{'default': 'San Ramon'},USA,"{'default': 'California', 'fr': 'Californie', 'sk': 'Kalifornia', 'sv': 'Kalifornien'}"
8,8482259,https://assets.nhle.com/mugs/nhl/20232024/TOR/8482259.png,{'default': 'Bobby'},{'default': 'McMann'},74.0,C,L,74,210,188,95,1996-06-15,{'default': 'Wainwright'},CAN,{'default': 'Alberta'}
9,8477939,https://assets.nhle.com/mugs/nhl/20232024/TOR/8477939.png,{'default': 'William'},{'default': 'Nylander'},88.0,R,R,72,202,183,92,1996-05-01,{'default': 'Calgary'},CAN,{'default': 'Alberta'}
10,8471817,https://assets.nhle.com/mugs/nhl/20232024/TOR/8471817.png,{'default': 'Ryan'},{'default': 'Reaves'},75.0,R,R,74,226,188,103,1987-01-20,{'default': 'Winnipeg'},CAN,{'default': 'Manitoba'}
11,8481582,https://assets.nhle.com/mugs/nhl/20232024/TOR/8481582.png,{'default': 'Nicholas'},{'default': 'Robertson'},89.0,L,L,69,178,175,81,2001-09-11,{'default': 'Pasadena'},USA,"{'default': 'California', 'fr': 'Californie', 'sk': 'Kalifornia', 'sv': 'Kalifornien'}"
12,8475166,https://assets.nhle.com/mugs/nhl/20232024/TOR/8475166.png,{'default': 'John'},{'default': 'Tavares'},91.0,C,L,73,211,185,96,1990-09-20,{'default': 'Mississauga'},CAN,{'default': 'Ontario'}
0,8484153,https://assets.nhle.com/mugs/nhl/20232024/ANA/8484153.png,{'default': 'Leo'},{'default': 'Carlsson'},91.0,C,L,75,194,191,88,2004-12-26,{'default': 'Karlstad'},SWE,
1,8475842,https://assets.nhle.com/mugs/nhl/20232024/ANA/8475842.png,{'default': 'Sam'},{'default': 'Carrick'},39.0,C,R,72,200,183,91,1992-02-04,{'default': 'Markham'},CAN,{'default': 'Ontario'}
2,8480870,https://assets.nhle.com/mugs/nhl/20232024/ANA/8480870.png,"{'default': 'Bo', 'cs': 'Benoit-Olivier', 'de': 'Benoit-Olivier', 'es': 'Benoit-Olivier', 'fi': 'Benoit-Olivier', 'sk': 'Benoit-Olivier', 'sv': 'Benoit-Olivier'}",{'default': 'Groulx'},24.0,C,L,74,198,188,90,2000-02-06,{'default': 'Rouen'},FRA,
3,8474641,https://assets.nhle.com/mugs/nhl/20232024/ANA/8474641.png,{'default': 'Adam'},{'default': 'Henrique'},14.0,C,L,72,195,183,88,1990-02-06,{'default': 'Brantford'},CAN,{'default': 'Ontario'}
4,8477527,https://assets.nhle.com/mugs/nhl/20232024/ANA/8477527.png,{'default': 'Ross'},{'default': 'Johnston'},44.0,L,L,77,234,196,106,1994-02-18,{'default': 'Charlottetown'},CAN,"{'default': 'Prince Edward Island', 'fr': 'Île du Prince-Édouard ', 'sk': 'Ostrov Princa Edwarda'}"
5,8479368,https://assets.nhle.com/mugs/nhl/20232024/ANA/8479368.png,{'default': 'Max'},{'default': 'Jones'},49.0,L,L,75,216,191,98,1998-02-17,{'default': 'Rochester'},USA,{'default': 'Michigan'}
6,8473986,https://assets.nhle.com/mugs/nhl/20232024/ANA/8473986.png,{'default': 'Alex'},{'default': 'Killorn'},17.0,L,L,73,194,185,88,1989-09-14,{'default': 'Halifax'},CAN,"{'default': 'Nova Scotia', 'fr': 'Nouvelle-Écosse'}"
7,8481517,https://assets.nhle.com/mugs/nhl/20232024/ANA/8481517.png,{'default': 'Brett'},{'default': 'Leason'},20.0,R,R,77,218,196,99,1999-04-30,{'default': 'Calgary'},CAN,{'default': 'Alberta'}
8,8480806,https://assets.nhle.com/mugs/nhl/20232024/ANA/8480806.png,{'default': 'Isac'},"{'default': 'Lundestrom', 'cs': 'Lundeström', 'sk': 'Lundeström'}",21.0,C,L,72,193,183,88,1999-11-06,"{'default': 'Gallivare', 'fi': 'Jällivaara', 'sv': 'Gällivare'}",SWE,
9,8476934,https://assets.nhle.com/mugs/nhl/20232024/ANA/8476934.png,{'default': 'Brock'},{'default': 'McGinn'},26.0,L,L,72,187,183,85,1994-02-02,{'default': 'Fergus'},CAN,{'default': 'Ontario'}
10,8482745,https://assets.nhle.com/mugs/nhl/20232024/ANA/8482745.png,{'default': 'Mason'},{'default': 'McTavish'},23.0,C,L,72,213,183,97,2003-01-30,{'default': 'Zurich'},CHE,
11,8475164,https://assets.nhle.com/mugs/nhl/20232024/ANA/8475164.png,{'default': 'Jakob'},{'default': 'Silfverberg'},33.0,R,R,73,207,185,94,1990-10-13,{'default': 'Gavle'},SWE,
12,8476458,https://assets.nhle.com/mugs/nhl/20232024/ANA/8476458.png,{'default': 'Ryan'},{'default': 'Strome'},16.0,C,R,73,191,185,87,1993-07-11,{'default': 'Mississauga'},CAN,{'default': 'Ontario'}
13,8478873,https://assets.nhle.com/mugs/nhl/20232024/ANA/8478873.png,{'default': 'Troy'},{'default': 'Terry'},19.0,R,R,72,185,183,84,1997-09-10,{'default': 'Denver'},USA,{'default': 'Colorado'}
14,8478366,https://assets.nhle.com/mugs/nhl/20232024/ANA/8478366.png,{'default': 'Frank'},{'default': 'Vatrano'},77.0,R,L,71,197,180,89,1994-03-14,{'default': 'East Longmeadow'},USA,{'default': 'Massachusetts'}
15,8481533,https://assets.nhle.com/mugs/nhl/20232024/ANA/8481533.png,{'default': 'Trevor'},{'default': 'Zegras'},11.0,C,L,72,185,183,84,2001-03-20,{'default': 'Bedford'},USA,{'default': 'New York'}
0,8482496,https://assets.nhle.com/mugs/nhl/20232024/VAN/8482496.png,{'default': 'Nils'},{'default': 'Aman'},88.0,C,L,74,179,188,81,2000-02-07,{'default': 'Avesta'},SWE,
1,8476927,https://assets.nhle.com/mugs/nhl/20232024/VAN/8476927.png,"{'default': 'Teddy', 'cs': 'Theodors', 'sk': 'Theodors'}","{'default': 'Blueger', 'cs': 'Blugers', 'sk': 'Blugers'}",53.0,C,L,72,185,183,84,1994-08-15,"{'default': 'Riga', 'fi': 'Riika'}",LVA,
2,8478444,https://assets.nhle.com/mugs/nhl/20232024/VAN/8478444.png,{'default': 'Brock'},{'default': 'Boeser'},6.0,R,R,73,208,185,94,1997-02-25,{'default': 'Burnsville'},USA,{'default': 'Minnesota'}
3,8476858,https://assets.nhle.com/mugs/nhl/20232024/VAN/8476858.png,{'default': 'Phillip'},{'default': 'Di Giuseppe'},34.0,L,L,72,193,183,88,1993-10-09,{'default': 'Toronto'},CAN,{'default': 'Ontario'}
4,8478856,https://assets.nhle.com/mugs/nhl/20232024/VAN/8478856.png,{'default': 'Conor'},{'default': 'Garland'},8.0,R,R,70,165,178,75,1996-03-11,{'default': 'Scituate'},USA,{'default': 'Massachusetts'}
5,8481535,https://assets.nhle.com/mugs/nhl/20232024/VAN/8481535.png,{'default': 'Nils'},{'default': 'Hoglander'},21.0,L,L,69,185,175,84,2000-12-20,{'default': 'BOCKTRäSK'},SWE,
6,8478057,https://assets.nhle.com/mugs/nhl/20232024/VAN/8478057.png,{'default': 'Dakota'},{'default': 'Joshua'},81.0,C,L,75,206,191,93,1996-05-15,{'default': 'Dearborn'},USA,{'default': 'Michigan'}
7,8481024,https://assets.nhle.com/mugs/nhl/20232024/VAN/8481024.png,{'default': 'Linus'},{'default': 'Karlsson'},94.0,C,R,73,178,185,81,1999-11-16,{'default': 'Eksjö'},SWE,
8,8483808,https://assets.nhle.com/mugs/nhl/20232024/VAN/8483808.png,{'default': 'Andrei'},{'default': 'Kuzmenko'},96.0,L,R,71,194,180,88,1996-02-04,{'default': 'Yakutsk'},RUS,
9,8478043,https://assets.nhle.com/mugs/nhl/20232024/VAN/8478043.png,{'default': 'Sam'},{'default': 'Lafferty'},18.0,C,R,74,205,188,93,1995-03-06,{'default': 'Hollidaysburg'},USA,"{'default': 'Pennsylvania', 'fr': 'Pennsylvanie'}"
10,8481624,https://assets.nhle.com/mugs/nhl/20232024/VAN/8481624.png,"{'default': 'Ilya', 'cs': 'Ilja', 'fi': 'Ilja', 'sk': 'Iľja'}","{'default': 'Mikheyev', 'cs': 'Michejev', 'fi': 'Mihejev', 'sk': 'Michejev'}",65.0,R,L,74,192,188,87,1994-10-10,{'default': 'Omsk'},RUS,
11,8476468,https://assets.nhle.com/mugs/nhl/20232024/VAN/8476468.png,{'default': 'J.T.'},{'default': 'Miller'},9.0,C,L,73,218,185,99,1993-03-14,{'default': 'East Palestine'},USA,{'default': 'Ohio'}
12,8480012,https://assets.nhle.com/mugs/nhl/20232024/VAN/8480012.png,{'default': 'Elias'},{'default': 'Pettersson'},40.0,C,L,74,176,188,80,1998-11-12,{'default': 'Sundsvall'},SWE,
13,8480459,https://assets.nhle.com/mugs/nhl/20232024/VAN/8480459.png,{'default': 'Pius'},{'default': 'Suter'},24.0,C,L,71,179,180,81,1996-05-24,{'default': 'Zurich'},CHE,
0,8474009,https://assets.nhle.com/mugs/nhl/20232024/NYR/8474009.png,{'default': 'Nick'},{'default': 'Bonino'},12.0,C,L,73,198,185,90,1988-04-20,{'default': 'Hartford'},USA,{'default': 'Connecticut'}
1,8477380,https://assets.nhle.com/mugs/nhl/20232024/NYR/8477380.png,{'default': 'Jonny'},{'default': 'Brodzinski'},22.0,C,R,72,204,183,93,1993-06-19,{'default': 'Ham Lake'},USA,{'default': 'Minnesota'}
2,8480078,https://assets.nhle.com/mugs/nhl/20232024/NYR/8480078.png,{'default': 'Filip'},{'default': 'Chytil'},72.0,C,L,74,208,188,94,1999-09-05,{'default': 'Kromeriz'},CZE,
3,8482157,https://assets.nhle.com/mugs/nhl/20232024/NYR/8482157.png,{'default': 'Will'},{'default': 'Cuylle'},50.0,L,L,75,210,191,95,2002-02-05,{'default': 'Toronto'},CAN,{'default': 'Ontario'}
4,8476624,https://assets.nhle.com/mugs/nhl/20232024/NYR/8476624.png,{'default': 'Barclay'},{'default': 'Goodrow'},21.0,C,L,74,209,188,95,1993-02-26,{'default': 'Toronto'},CAN,{'default': 'Ontario'}
5,8481554,https://assets.nhle.com/mugs/nhl/20232024/NYR/8481554.png,{'default': 'Kaapo'},{'default': 'Kakko'},24.0,R,L,74,205,188,93,2001-02-13,"{'default': 'Turku', 'sv': 'Åbo'}",FIN,
6,8475184,https://assets.nhle.com/mugs/nhl/20232024/NYR/8475184.png,{'default': 'Chris'},{'default': 'Kreider'},20.0,L,L,75,233,191,106,1991-04-30,{'default': 'Boxford'},USA,{'default': 'Massachusetts'}
7,8482109,https://assets.nhle.com/mugs/nhl/20232024/NYR/8482109.png,{'default': 'Alexis'},{'default': 'Lafrenière'},13.0,L,L,73,194,185,88,2001-10-11,{'default': 'St-Eustache'},CAN,"{'default': 'Quebec', 'fr': 'Québec'}"
8,8479991,https://assets.nhle.com/mugs/nhl/20232024/NYR/8479991.png,{'default': 'Jake'},{'default': 'Leschyshyn'},15.0,C,L,71,198,180,90,1999-03-10,{'default': 'Raleigh'},USA,"{'default': 'North Carolina', 'fr': 'Caroline du Nord', 'sk': 'Severná Karolína'}"
9,8478550,https://assets.nhle.com/mugs/nhl/20232024/NYR/8478550.png,"{'default': 'Artemi', 'cs': 'Artěmij', 'sk': 'Artemij'}",{'default': 'Panarin'},10.0,L,R,72,175,183,79,1991-10-30,{'default': 'Korkino'},RUS,
10,8475752,https://assets.nhle.com/mugs/nhl/20232024/NYR/8475752.png,{'default': 'Tyler'},{'default': 'Pitlick'},71.0,C,R,74,199,188,90,1991-11-01,{'default': 'Minneapolis'},USA,{'default': 'Minnesota'}
11,8476389,https://assets.nhle.com/mugs/nhl/20232024/NYR/8476389.png,{'default': 'Vincent'},{'default': 'Trocheck'},16.0,C,R,71,187,180,85,1993-07-11,{'default': 'Pittsburgh'},USA,"{'default': 'Pennsylvania', 'fr': 'Pennsylvanie'}"
12,8476918,https://assets.nhle.com/mugs/nhl/20232024/NYR/8476918.png,{'default': 'Jimmy'},{'default': 'Vesey'},26.0,L,L,74,200,188,91,1993-05-26,{'default': 'Boston'},USA,{'default': 'Massachusetts'}
13,8471218,https://assets.nhle.com/mugs/nhl/20232024/NYR/8471218.png,{'default': 'Blake'},{'default': 'Wheeler'},17.0,R,R,77,222,196,101,1986-08-31,{'default': 'Plymouth'},USA,{'default': 'Minnesota'}
14,8476459,https://assets.nhle.com/mugs/nhl/20232024/NYR/8476459.png,{'default': 'Mika'},{'default': 'Zibanejad'},93.0,C,R,74,201,188,91,1993-04-18,"{'default': 'Stockholm', 'fi': 'Tukholma'}",SWE,
0,8480205,https://assets.nhle.com/mugs/nhl/20232024/CBJ/8480205.png,{'default': 'Emil'},"{'default': 'Bemstrom', 'cs': 'Bemström', 'fi': 'Bemström', 'sk': 'Bemström'}",52.0,R,R,72,195,183,88,1999-06-01,"{'default': 'Nykoping', 'fi': 'Nyköping', 'sv': 'Nyköping'}",SWE,
1,8482475,https://assets.nhle.com/mugs/nhl/20232024/CBJ/8482475.png,{'default': 'Yegor'},{'default': 'Chinakhov'},59.0,R,L,73,204,185,93,2001-02-01,{'default': 'Omsk'},RUS,
2,8479941,https://assets.nhle.com/mugs/nhl/20232024/CBJ/8479941.png,{'default': 'Justin'},{'default': 'Danforth'},17.0,R,R,68,188,173,85,1993-03-15,{'default': 'Oshawa'},CAN,{'default': 'Ontario'}
3,8484166,https://assets.nhle.com/mugs/nhl/20232024/CBJ/8484166.png,{'default': 'Adam'},{'default': 'Fantilli'},11.0,C,L,74,194,188,88,2004-10-12,{'default': 'Nobleton'},CAN,{'default': 'Ontario'}
4,8476346,https://assets.nhle.com/mugs/nhl/20232024/CBJ/8476346.png,{'default': 'Johnny'},{'default': 'Gaudreau'},13.0,L,L,69,163,175,74,1993-08-13,{'default': 'Salem'},USA,{'default': 'New Jersey'}
5,8476432,https://assets.nhle.com/mugs/nhl/20232024/CBJ/8476432.png,{'default': 'Boone'},{'default': 'Jenner'},38.0,C,L,74,208,188,94,1993-06-15,{'default': 'Dorchester'},CAN,{'default': 'Ontario'}
6,8482660,https://assets.nhle.com/mugs/nhl/20232024/CBJ/8482660.png,{'default': 'Kent'},{'default': 'Johnson'},91.0,C,L,72,178,183,81,2002-10-18,{'default': 'Port Moody'},CAN,"{'default': 'British Columbia', 'fr': 'Colombie-Britannique', 'sk': 'Britská Kolumbia'}"
7,8476374,https://assets.nhle.com/mugs/nhl/20232024/CBJ/8476374.png,{'default': 'Sean'},{'default': 'Kuraly'},7.0,C,L,74,215,188,98,1993-01-20,{'default': 'Niagara Falls'},USA,{'default': 'New York'}
8,8479339,https://assets.nhle.com/mugs/nhl/20232024/CBJ/8479339.png,{'default': 'Patrik'},{'default': 'Laine'},29.0,L,R,77,215,196,98,1998-04-19,"{'default': 'Tampere', 'sv': 'Tammerfors'}",FIN,
9,8480893,https://assets.nhle.com/mugs/nhl/20232024/CBJ/8480893.png,{'default': 'Kirill'},{'default': 'Marchenko'},86.0,R,R,75,195,191,88,2000-07-21,{'default': 'Barnaul'},RUS,
10,8479671,https://assets.nhle.com/mugs/nhl/20232024/CBJ/8479671.png,{'default': 'Mathieu'},{'default': 'Olivier'},24.0,R,R,73,222,185,101,1997-02-11,{'default': 'Biloxi'},USA,{'default': 'Mississippi'}
11,8478458,https://assets.nhle.com/mugs/nhl/20232024/CBJ/8478458.png,{'default': 'Jack'},{'default': 'Roslovic'},96.0,C,R,73,198,185,90,1997-01-29,{'default': 'Columbus'},USA,{'default': 'Ohio'}
12,8482705,https://assets.nhle.com/mugs/nhl/20232024/CBJ/8482705.png,{'default': 'Cole'},{'default': 'Sillinger'},4.0,C,L,73,199,185,90,2003-05-16,{'default': 'Columbus'},USA,{'default': 'Ohio'}
13,8480074,https://assets.nhle.com/mugs/nhl/20232024/CBJ/8480074.png,{'default': 'Alexandre'},{'default': 'Texier'},42.0,C,L,73,201,185,91,1999-09-13,"{'default': ""Saint-Martin-d'Hères""}",FRA,
14,8481716,https://assets.nhle.com/mugs/nhl/20232024/CBJ/8481716.png,{'default': 'Dmitri'},{'default': 'Voronkov'},10.0,L,L,77,240,196,109,2000-09-10,{'default': 'Angarsk'},RUS,
0,8479315,https://assets.nhle.com/mugs/nhl/20232024/CHI/8479315.png,{'default': 'Joey'},{'default': 'Anderson'},15.0,R,R,72,207,183,94,1998-06-19,{'default': 'Roseville'},USA,{'default': 'Minnesota'}
1,8476960,https://assets.nhle.com/mugs/nhl/20232024/CHI/8476960.png,{'default': 'Andreas'},{'default': 'Athanasiou'},89.0,C,L,74,190,188,86,1994-08-06,{'default': 'Woodbridge'},CAN,{'default': 'Ontario'}
2,8478463,https://assets.nhle.com/mugs/nhl/20232024/CHI/8478463.png,{'default': 'Anthony'},{'default': 'Beauvillier'},91.0,L,L,71,180,180,82,1997-06-08,{'default': 'Sorel-Tracy'},CAN,"{'default': 'Quebec', 'fr': 'Québec'}"
3,8484144,https://assets.nhle.com/mugs/nhl/20232024/CHI/8484144.png,{'default': 'Connor'},{'default': 'Bedard'},98.0,C,R,70,185,178,84,2005-07-17,{'default': 'North Vancouver'},CAN,"{'default': 'British Columbia', 'fr': 'Colombie-Britannique', 'sk': 'Britská Kolumbia'}"
4,8476278,https://assets.nhle.com/mugs/nhl/20232024/CHI/8476278.png,{'default': 'Colin'},{'default': 'Blackwell'},43.0,C,R,69,190,175,86,1993-03-28,{'default': 'North Andover'},USA,{'default': 'Massachusetts'}
5,8477450,https://assets.nhle.com/mugs/nhl/20232024/CHI/8477450.png,{'default': 'Jason'},{'default': 'Dickinson'},16.0,C,L,74,200,188,91,1995-07-04,{'default': 'Georgetown'},CAN,{'default': 'Ontario'}
6,8477987,https://assets.nhle.com/mugs/nhl/20232024/CHI/8477987.png,{'default': 'Ryan'},{'default': 'Donato'},8.0,C,L,72,190,183,86,1996-04-09,{'default': 'Boston'},USA,{'default': 'Massachusetts'}
